order_item_id,created_at,order_id,price_usd,cogs_usd,website_session_id
311,2012/6/10 19:48,311,49.99,19.49,10518
312,2012/6/10 21:39,312,49.99,19.49,10526
313,2012/6/11 09:36,313,49.99,19.49,10575
314,2012/6/11 10:54,314,49.99,19.49,10591
315,2012/6/11 11:01,315,49.99,19.49,10600
316,2012/6/11 11:47,316,49.99,19.49,10605
317,2012/6/11 18:56,317,49.99,19.49,10674
318,2012/6/12 02:14,318,49.99,19.49,10719
319,2012/6/12 04:20,319,49.99,19.49,10721
320,2012/6/12 11:24,320,49.99,19.49,10752
321,2012/6/12 14:26,321,49.99,19.49,10787
322,2012/6/12 19:17,322,49.99,19.49,10837
323,2012/6/13 06:04,323,49.99,19.49,10886
324,2012/6/13 10:37,324,49.99,19.49,10918
325,2012/6/13 10:58,325,49.99,19.49,10922
326,2012/6/13 11:16,326,49.99,19.49,10927
327,2012/6/13 11:20,327,49.99,19.49,10926
328,2012/6/13 11:50,328,49.99,19.49,10937
329,2012/6/13 12:29,329,49.99,19.49,10946
330,2012/6/13 14:02,330,49.99,19.49,10971
331,2012/6/13 15:21,331,49.99,19.49,10985
332,2012/6/13 17:09,332,49.99,19.49,11007
333,2012/6/14 14:26,333,49.99,19.49,11154
334,2012/6/15 13:58,334,49.99,19.49,11322
335,2012/6/15 23:13,335,49.99,19.49,11386
336,2012/6/16 00:01,336,49.99,19.49,11389
337,2012/6/16 03:33,337,49.99,19.49,11397
338,2012/6/16 12:01,338,49.99,19.49,11418
339,2012/6/17 15:38,339,49.99,19.49,11502
340,2012/6/17 19:48,340,49.99,19.49,11520
341,2012/6/17 22:07,341,49.99,19.49,11530
342,2012/6/17 22:28,342,49.99,19.49,11531
343,2012/6/18 00:56,343,49.99,19.49,11543
344,2012/6/18 13:34,344,49.99,19.49,11616
345,2012/6/18 14:05,345,49.99,19.49,11618
346,2012/6/18 15:11,346,49.99,19.49,11629
347,2012/6/18 18:59,347,49.99,19.49,11657
348,2012/6/18 21:48,348,49.99,19.49,11670
349,2012/6/18 22:57,349,49.99,19.49,11677
350,2012/6/19 11:32,350,49.99,19.49,11729
351,2012/6/19 12:18,351,49.99,19.49,11739
352,2012/6/19 13:30,352,49.99,19.49,11756
353,2012/6/19 13:52,353,49.99,19.49,11762
354,2012/6/19 16:48,354,49.99,19.49,11801
355,2012/6/19 20:11,355,49.99,19.49,11835
356,2012/6/20 11:33,356,49.99,19.49,11917
357,2012/6/20 13:50,357,49.99,19.49,11946
358,2012/6/20 14:47,358,49.99,19.49,11957
359,2012/6/20 16:00,359,49.99,19.49,11971
360,2012/6/20 17:08,360,49.99,19.49,11985
361,2012/6/20 22:54,361,49.99,19.49,12028
362,2012/6/21 04:58,362,49.99,19.49,12047
363,2012/6/21 08:15,363,49.99,19.49,12065
364,2012/6/21 11:10,364,49.99,19.49,12086
365,2012/6/21 16:25,365,49.99,19.49,12141
366,2012/6/21 19:59,366,49.99,19.49,12168
367,2012/6/22 08:41,367,49.99,19.49,12216
368,2012/6/22 11:36,368,49.99,19.49,12243
369,2012/6/22 14:33,369,49.99,19.49,12284
370,2012/6/22 18:49,370,49.99,19.49,12321
371,2012/6/22 19:33,371,49.99,19.49,12329
372,2012/6/23 12:06,372,49.99,19.49,12388
373,2012/6/23 13:40,373,49.99,19.49,12394
374,2012/6/23 16:36,374,49.99,19.49,12408
375,2012/6/23 22:43,375,49.99,19.49,12424
376,2012/6/24 22:23,376,49.99,19.49,12478
377,2012/6/24 22:31,377,49.99,19.49,12479
378,2012/6/25 07:54,378,49.99,19.49,12509
379,2012/6/25 15:26,379,49.99,19.49,12568
380,2012/6/25 16:15,380,49.99,19.49,12579
381,2012/6/25 19:33,381,49.99,19.49,12604
382,2012/6/25 19:54,382,49.99,19.49,12605
383,2012/6/26 11:55,383,49.99,19.49,12672
384,2012/6/26 15:30,384,49.99,19.49,12699
385,2012/6/26 16:06,385,49.99,19.49,12708
386,2012/6/26 18:57,386,49.99,19.49,12738
387,2012/6/26 21:13,387,49.99,19.49,12760
388,2012/6/27 08:32,388,49.99,19.49,12807
389,2012/6/27 08:47,389,49.99,19.49,12809
390,2012/6/27 11:00,390,49.99,19.49,12831
391,2012/6/27 11:54,391,49.99,19.49,12837
392,2012/6/27 17:25,392,49.99,19.49,12912
393,2012/6/27 19:31,393,49.99,19.49,12927
394,2012/6/28 10:23,394,49.99,19.49,12988
395,2012/6/28 13:40,395,49.99,19.49,13016
396,2012/6/28 16:39,396,49.99,19.49,13046
397,2012/6/28 19:34,397,49.99,19.49,13073
398,2012/6/28 20:48,398,49.99,19.49,13081
399,2012/6/28 20:56,399,49.99,19.49,13083
400,2012/6/28 22:09,400,49.99,19.49,13089
401,2012/6/28 22:24,401,49.99,19.49,13093
402,2012/6/28 22:31,402,49.99,19.49,13094
403,2012/6/29 16:09,403,49.99,19.49,13194
404,2012/6/29 18:43,404,49.99,19.49,13221
405,2012/6/30 15:17,405,49.99,19.49,13285
406,2012/6/30 15:36,406,49.99,19.49,13287
407,2012/6/30 19:50,407,49.99,19.49,13297
408,2012/7/1 04:39,408,49.99,19.49,13319
409,2012/7/2 13:24,409,49.99,19.49,13460
410,2012/7/2 16:45,410,49.99,19.49,13494
411,2012/7/2 17:54,411,49.99,19.49,13510
412,2012/7/3 08:18,412,49.99,19.49,13571
413,2012/7/3 10:42,413,49.99,19.49,13591
414,2012/7/3 16:47,414,49.99,19.49,13663
415,2012/7/3 19:10,415,49.99,19.49,13694
416,2012/7/4 05:03,416,49.99,19.49,13726
417,2012/7/4 10:01,417,49.99,19.49,13745
418,2012/7/4 10:47,418,49.99,19.49,13752
419,2012/7/4 11:06,419,49.99,19.49,13754
420,2012/7/4 14:43,420,49.99,19.49,13782
421,2012/7/4 18:29,421,49.99,19.49,13812
422,2012/7/5 00:47,422,49.99,19.49,13843
423,2012/7/5 04:47,423,49.99,19.49,13857
424,2012/7/5 09:59,424,49.99,19.49,13880
425,2012/7/5 11:14,425,49.99,19.49,13891
426,2012/7/5 16:37,426,49.99,19.49,13949
427,2012/7/5 19:49,427,49.99,19.49,13975
428,2012/7/5 20:41,428,49.99,19.49,13981
429,2012/7/6 11:27,429,49.99,19.49,14062
430,2012/7/6 14:55,430,49.99,19.49,14098
431,2012/7/6 18:26,431,49.99,19.49,14124
432,2012/7/6 19:31,432,49.99,19.49,14129
433,2012/7/6 23:22,433,49.99,19.49,14147
434,2012/7/7 03:59,434,49.99,19.49,14157
435,2012/7/7 11:23,435,49.99,19.49,14170
436,2012/7/7 15:54,436,49.99,19.49,14186
437,2012/7/7 17:04,437,49.99,19.49,14195
438,2012/7/8 01:02,438,49.99,19.49,14205
439,2012/7/8 09:24,439,49.99,19.49,14219
440,2012/7/9 01:52,440,49.99,19.49,14289
441,2012/7/9 09:42,441,49.99,19.49,14307
442,2012/7/9 13:16,442,49.99,19.49,14346
443,2012/7/9 13:45,443,49.99,19.49,14357
444,2012/7/9 13:49,444,49.99,19.49,14354
445,2012/7/9 15:11,445,49.99,19.49,14377
446,2012/7/9 16:22,446,49.99,19.49,14383
447,2012/7/10 10:05,447,49.99,19.49,14460
448,2012/7/10 10:29,448,49.99,19.49,14462
449,2012/7/10 11:39,449,49.99,19.49,14476
450,2012/7/10 18:36,450,49.99,19.49,14550
451,2012/7/10 20:15,451,49.99,19.49,14564
452,2012/7/10 21:09,452,49.99,19.49,14567
453,2012/7/11 05:50,453,49.99,19.49,14604
454,2012/7/11 09:23,454,49.99,19.49,14623
455,2012/7/11 12:21,455,49.99,19.49,14657
456,2012/7/11 12:52,456,49.99,19.49,14663
457,2012/7/11 13:24,457,49.99,19.49,14671
458,2012/7/11 13:47,458,49.99,19.49,14678
459,2012/7/11 13:48,459,49.99,19.49,14679
460,2012/7/11 15:06,460,49.99,19.49,14688
461,2012/7/11 16:03,461,49.99,19.49,14698
462,2012/7/12 16:32,462,49.99,19.49,14865
463,2012/7/12 19:04,463,49.99,19.49,14889
464,2012/7/12 19:52,464,49.99,19.49,14895
465,2012/7/12 23:48,465,49.99,19.49,14918
466,2012/7/13 08:10,466,49.99,19.49,14943
467,2012/7/13 10:41,467,49.99,19.49,14960
468,2012/7/13 13:03,468,49.99,19.49,14979
469,2012/7/13 23:45,469,49.99,19.49,15051
470,2012/7/14 02:51,470,49.99,19.49,15056
471,2012/7/14 12:53,471,49.99,19.49,15094
472,2012/7/14 14:57,472,49.99,19.49,15102
473,2012/7/14 15:30,473,49.99,19.49,15103
474,2012/7/15 01:38,474,49.99,19.49,15134
475,2012/7/15 10:16,475,49.99,19.49,15153
476,2012/7/15 12:04,476,49.99,19.49,15156
477,2012/7/15 14:13,477,49.99,19.49,15173
478,2012/7/15 19:03,478,49.99,19.49,15188
479,2012/7/15 19:50,479,49.99,19.49,15194
480,2012/7/16 10:46,480,49.99,19.49,15263
481,2012/7/16 11:31,481,49.99,19.49,15269
482,2012/7/16 13:27,482,49.99,19.49,15292
483,2012/7/16 15:25,483,49.99,19.49,15313
484,2012/7/16 18:34,484,49.99,19.49,15339
485,2012/7/16 19:17,485,49.99,19.49,15343
486,2012/7/17 00:45,486,49.99,19.49,15366
487,2012/7/17 05:43,487,49.99,19.49,15375
488,2012/7/17 13:18,488,49.99,19.49,15440
489,2012/7/17 13:23,489,49.99,19.49,15444
490,2012/7/17 17:21,490,49.99,19.49,15490
491,2012/7/17 18:08,491,49.99,19.49,15503
492,2012/7/17 20:29,492,49.99,19.49,15527
493,2012/7/17 21:21,493,49.99,19.49,15534
494,2012/7/18 08:25,494,49.99,19.49,15570
495,2012/7/18 10:18,495,49.99,19.49,15584
496,2012/7/18 22:06,496,49.99,19.49,15711
497,2012/7/18 23:31,497,49.99,19.49,15716
498,2012/7/19 11:13,498,49.99,19.49,15776
499,2012/7/19 15:54,499,49.99,19.49,15819
500,2012/7/19 17:43,500,49.99,19.49,15845
501,2012/7/19 21:50,501,49.99,19.49,15872
502,2012/7/19 23:02,502,49.99,19.49,15883
503,2012/7/20 00:24,503,49.99,19.49,15891
504,2012/7/20 05:33,504,49.99,19.49,15903
505,2012/7/20 07:15,505,49.99,19.49,15907
506,2012/7/20 08:57,506,49.99,19.49,15918
507,2012/7/20 15:29,507,49.99,19.49,15984
508,2012/7/20 16:43,508,49.99,19.49,16003
509,2012/7/20 16:48,509,49.99,19.49,16002
510,2012/7/20 17:02,510,49.99,19.49,16005
511,2012/7/20 17:06,511,49.99,19.49,16004
512,2012/7/20 17:10,512,49.99,19.49,16007
513,2012/7/20 18:44,513,49.99,19.49,16025
514,2012/7/20 20:41,514,49.99,19.49,16037
515,2012/7/20 20:52,515,49.99,19.49,16038
516,2012/7/21 04:05,516,49.99,19.49,16061
517,2012/7/21 08:55,517,49.99,19.49,16069
518,2012/7/21 11:33,518,49.99,19.49,16076
519,2012/7/21 18:06,519,49.99,19.49,16099
520,2012/7/21 23:59,520,49.99,19.49,16115
521,2012/7/22 03:43,521,49.99,19.49,16121
522,2012/7/22 12:55,522,49.99,19.49,16145
523,2012/7/22 20:55,523,49.99,19.49,16172
524,2012/7/23 03:10,524,49.99,19.49,16190
525,2012/7/23 06:09,525,49.99,19.49,16200
526,2012/7/23 08:47,526,49.99,19.49,16214
527,2012/7/23 10:07,527,49.99,19.49,16230
528,2012/7/23 13:33,528,49.99,19.49,16273
529,2012/7/23 17:31,529,49.99,19.49,16308
530,2012/7/23 18:23,530,49.99,19.49,16320
531,2012/7/24 10:38,531,49.99,19.49,16405
532,2012/7/24 11:09,532,49.99,19.49,16412
533,2012/7/24 12:25,533,49.99,19.49,16421
534,2012/7/24 16:37,534,49.99,19.49,16462
535,2012/7/24 20:59,535,49.99,19.49,16505
536,2012/7/24 21:17,536,49.99,19.49,16507
537,2012/7/24 22:25,537,49.99,19.49,16509
538,2012/7/25 03:01,538,49.99,19.49,16519
539,2012/7/25 12:00,539,49.99,19.49,16581
540,2012/7/25 12:06,540,49.99,19.49,16587
541,2012/7/25 12:09,541,49.99,19.49,16586
542,2012/7/25 12:14,542,49.99,19.49,16589
543,2012/7/25 17:50,543,49.99,19.49,16641
544,2012/7/26 01:13,544,49.99,19.49,16689
545,2012/7/26 09:45,545,49.99,19.49,16721
546,2012/7/26 12:59,546,49.99,19.49,16751
547,2012/7/26 14:54,547,49.99,19.49,16768
548,2012/7/26 15:48,548,49.99,19.49,16779
549,2012/7/26 18:18,549,49.99,19.49,16807
550,2012/7/26 20:26,550,49.99,19.49,16825
551,2012/7/26 22:51,551,49.99,19.49,16839
552,2012/7/27 04:28,552,49.99,19.49,16852
553,2012/7/27 06:31,553,49.99,19.49,16859
554,2012/7/27 06:56,554,49.99,19.49,16862
555,2012/7/27 11:14,555,49.99,19.49,16897
556,2012/7/27 12:38,556,49.99,19.49,16912
557,2012/7/27 19:36,557,49.99,19.49,16971
558,2012/7/28 01:14,558,49.99,19.49,16993
559,2012/7/28 13:24,559,49.99,19.49,17033
560,2012/7/28 14:15,560,49.99,19.49,17038
561,2012/7/28 20:52,561,49.99,19.49,17061
562,2012/7/29 12:51,562,49.99,19.49,17096
563,2012/7/29 17:11,563,49.99,19.49,17120
564,2012/7/29 20:39,564,49.99,19.49,17129
565,2012/7/29 23:11,565,49.99,19.49,17141
566,2012/7/30 08:57,566,49.99,19.49,17192
567,2012/7/30 14:53,567,49.99,19.49,17274
568,2012/7/30 15:16,568,49.99,19.49,17276
569,2012/7/30 17:27,569,49.99,19.49,17298
570,2012/7/31 02:30,570,49.99,19.49,17370
571,2012/7/31 03:32,571,49.99,19.49,17376
572,2012/7/31 05:02,572,49.99,19.49,17381
573,2012/7/31 11:21,573,49.99,19.49,17421
574,2012/7/31 13:27,574,49.99,19.49,17451
575,2012/7/31 16:34,575,49.99,19.49,17503
576,2012/7/31 22:55,576,49.99,19.49,17553
577,2012/8/1 08:39,577,49.99,19.49,17593
578,2012/8/1 08:44,578,49.99,19.49,17594
579,2012/8/1 12:03,579,49.99,19.49,17642
580,2012/8/1 12:40,580,49.99,19.49,17656
581,2012/8/1 12:42,581,49.99,19.49,17657
582,2012/8/1 13:49,582,49.99,19.49,17670
583,2012/8/1 15:27,583,49.99,19.49,17694
584,2012/8/1 15:43,584,49.99,19.49,17702
585,2012/8/1 18:03,585,49.99,19.49,17729
586,2012/8/1 21:09,586,49.99,19.49,17760
587,2012/8/2 01:58,587,49.99,19.49,17780
588,2012/8/2 02:04,588,49.99,19.49,17781
589,2012/8/2 08:47,589,49.99,19.49,17802
590,2012/8/2 08:51,590,49.99,19.49,17801
591,2012/8/2 09:04,591,49.99,19.49,17803
592,2012/8/2 10:19,592,49.99,19.49,17815
593,2012/8/2 11:39,593,49.99,19.49,17829
594,2012/8/2 13:14,594,49.99,19.49,17851
595,2012/8/2 13:33,595,49.99,19.49,17860
596,2012/8/2 13:44,596,49.99,19.49,17863
597,2012/8/2 13:56,597,49.99,19.49,17868
598,2012/8/2 16:32,598,49.99,19.49,17903
599,2012/8/2 17:20,599,49.99,19.49,17912
600,2012/8/2 17:54,600,49.99,19.49,17918
601,2012/8/2 18:28,601,49.99,19.49,17926
602,2012/8/2 22:52,602,49.99,19.49,17964
603,2012/8/3 00:26,603,49.99,19.49,17973
604,2012/8/3 10:05,604,49.99,19.49,18021
605,2012/8/3 10:15,605,49.99,19.49,18025
606,2012/8/3 10:32,606,49.99,19.49,18029
607,2012/8/3 11:44,607,49.99,19.49,18058
608,2012/8/3 12:02,608,49.99,19.49,18059
609,2012/8/3 12:36,609,49.99,19.49,18066
610,2012/8/3 13:15,610,49.99,19.49,18078
611,2012/8/3 14:41,611,49.99,19.49,18096
612,2012/8/3 18:22,612,49.99,19.49,18124
613,2012/8/3 23:10,613,49.99,19.49,18145
614,2012/8/4 02:05,614,49.99,19.49,18154
615,2012/8/4 06:56,615,49.99,19.49,18170
616,2012/8/4 23:18,616,49.99,19.49,18238
617,2012/8/5 13:21,617,49.99,19.49,18290
618,2012/8/5 15:53,618,49.99,19.49,18295
619,2012/8/5 19:04,619,49.99,19.49,18305
620,2012/8/6 05:00,620,49.99,19.49,18351
621,2012/8/6 08:03,621,49.99,19.49,18365
622,2012/8/6 09:51,622,49.99,19.49,18376
623,2012/8/6 12:18,623,49.99,19.49,18413
624,2012/8/6 12:22,624,49.99,19.49,18420
625,2012/8/6 14:05,625,49.99,19.49,18439
626,2012/8/6 16:25,626,49.99,19.49,18467
627,2012/8/6 17:18,627,49.99,19.49,18478
628,2012/8/7 12:47,628,49.99,19.49,18627
629,2012/8/7 14:01,629,49.99,19.49,18643
630,2012/8/7 14:37,630,49.99,19.49,18655
631,2012/8/7 15:51,631,49.99,19.49,18662
632,2012/8/7 17:29,632,49.99,19.49,18687
633,2012/8/7 22:07,633,49.99,19.49,18729
634,2012/8/8 10:51,634,49.99,19.49,18800
635,2012/8/8 13:56,635,49.99,19.49,18843
636,2012/8/8 15:13,636,49.99,19.49,18867
637,2012/8/8 15:29,637,49.99,19.49,18872
638,2012/8/8 16:15,638,49.99,19.49,18884
639,2012/8/8 16:46,639,49.99,19.49,18891
640,2012/8/8 17:50,640,49.99,19.49,18909
641,2012/8/8 20:02,641,49.99,19.49,18941
642,2012/8/8 22:04,642,49.99,19.49,18956
643,2012/8/8 22:17,643,49.99,19.49,18961
644,2012/8/9 00:06,644,49.99,19.49,18975
645,2012/8/9 00:30,645,49.99,19.49,18977
646,2012/8/9 01:08,646,49.99,19.49,18983
647,2012/8/9 10:24,647,49.99,19.49,19037
648,2012/8/9 10:26,648,49.99,19.49,19038
649,2012/8/9 10:38,649,49.99,19.49,19039
650,2012/8/9 11:35,650,49.99,19.49,19053
651,2012/8/9 12:39,651,49.99,19.49,19068
652,2012/8/9 13:40,652,49.99,19.49,19086
653,2012/8/9 14:12,653,49.99,19.49,19091
654,2012/8/9 14:31,654,49.99,19.49,19101
655,2012/8/9 17:55,655,49.99,19.49,19149
656,2012/8/9 21:08,656,49.99,19.49,19175
657,2012/8/10 13:23,657,49.99,19.49,19306
658,2012/8/10 14:24,658,49.99,19.49,19315
659,2012/8/10 15:53,659,49.99,19.49,19330
660,2012/8/10 18:53,660,49.99,19.49,19359
661,2012/8/10 21:15,661,49.99,19.49,19375
662,2012/8/11 07:37,662,49.99,19.49,19406
663,2012/8/11 14:26,663,49.99,19.49,19432
664,2012/8/11 15:15,664,49.99,19.49,19442
665,2012/8/12 01:05,665,49.99,19.49,19478
666,2012/8/12 21:26,666,49.99,19.49,19551
667,2012/8/12 22:16,667,49.99,19.49,19560
668,2012/8/12 22:26,668,49.99,19.49,19561
669,2012/8/13 00:07,669,49.99,19.49,19570
670,2012/8/13 00:56,670,49.99,19.49,19578
671,2012/8/13 08:38,671,49.99,19.49,19607
672,2012/8/13 13:46,672,49.99,19.49,19665
673,2012/8/13 15:55,673,49.99,19.49,19686
674,2012/8/13 16:41,674,49.99,19.49,19695
675,2012/8/13 18:16,675,49.99,19.49,19722
676,2012/8/13 18:19,676,49.99,19.49,19721
677,2012/8/13 19:47,677,49.99,19.49,19737
678,2012/8/13 22:20,678,49.99,19.49,19759
679,2012/8/14 06:06,679,49.99,19.49,19784
680,2012/8/14 08:47,680,49.99,19.49,19801
681,2012/8/14 12:00,681,49.99,19.49,19841
682,2012/8/14 12:51,682,49.99,19.49,19850
683,2012/8/14 13:35,683,49.99,19.49,19856
684,2012/8/14 14:08,684,49.99,19.49,19862
685,2012/8/14 17:05,685,49.99,19.49,19900
686,2012/8/14 19:20,686,49.99,19.49,19920
687,2012/8/14 21:42,687,49.99,19.49,19945
688,2012/8/15 07:28,688,49.99,19.49,19987
689,2012/8/15 11:24,689,49.99,19.49,20019
690,2012/8/15 18:53,690,49.99,19.49,20129
691,2012/8/15 20:17,691,49.99,19.49,20142
692,2012/8/16 02:32,692,49.99,19.49,20180
693,2012/8/16 14:33,693,49.99,19.49,20280
694,2012/8/16 15:21,694,49.99,19.49,20289
695,2012/8/16 21:25,695,49.99,19.49,20354
